Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Spectype,Spectype_ref,Class,Compact,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,Superorbital Period,Superorbital Period_err,Superorbital Period_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Distance,Distance_err_lo,Distance_err_up,IGR_var,Swift_var,XMM_var,Chandra_var,Var,best_ID,AGILE_ID,AGILE_RA,AGILE_Dec,AGILE_err,AGILE_ref,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
4U 1538-522,235.59729827776863,-52.38601199162066,3.0290348351829587E-9,,B0.2Ia,1978MNRAS.184P..73P,sg,,1.18,0.29,2004ARep...48...89A,20.0,,2004ARep...48...89A,3.72831,2.0E-5,2019ApJ...873...62H,14.913,0.0026,2021ApJ...906...13C,0.18,0.01,2015A&A...577A.130F,526.42,0.07,2019ApJ...873...62H,-158.0,11.0,2004ARep...48...89A,5614.0,-434.0,489.0,,0.9977940917015076,1.0,1.0,Y,Gaia DR3 5886085557746480000,,,,,,1H1538-522,235.5964,-52.3892,0.0,,,,,,,3A 1538-522,235.5964,-52.3892,0.0,,4U 1538-522,235.597,-52.386,0.004666666686534882,,,,,,,,,,,,,,,,,,,,,,4U 1538-522,235.601,-52.367,0.02833333412806193,,2SXPS J154223.2-522311,235.59698,-52.38642,9.722222222222222E-4,,4XMM J154223.3-522309,235.597399,-52.386009,6.771888888888889E-5,,2CXO J154223.3-522309,235.5973242658672,-52.38605208585878,1.9726827561392354E-4,,2MASS J15422335-5223095,235.597322,-52.385994,1.6666666294137637E-5,,5886085557746480000,235.59729827776863,-52.38601199162066,3.0290348351829587E-9,
XTE J1543-568,236.02205987233023,-56.761674431771006,2.3670422120226756E-8,,Be?,2001ApJ...553L.165I,Be?,NS,,,,,,,75.56,0.25,2001ApJ...553L.165I,,,,0.03,0.0,2001ApJ...553L.165I,27.12156,5.9E-4,2001ApJ...553L.165I,,,,5388.0,-1925.0,2675.0,Y,1.001904845237732,,,Y,Gaia DR3 5882543820303309696,,,,,,,,,,,,,,,,,,,,,XTE J1543-568,236.008,-56.712,0.022000000874201456,,,,,,,,,,,,,,,,,,,,,,XTE J1543-568,235.982,-56.776,0.034999998410542806,,2SXPS J154405.2-564541,236.02203,-56.76145,9.722222222222222E-4,2012ATel.4008....1K,,,,,,,,,,,2MASS J15440515-5645425,236.021468,-56.761826,1.6666666294137637E-5,,5882543820303309696,236.02205987233023,-56.761674431771006,2.3670422120226756E-8,
1H 1555-552,238.59067450082784,-55.32898953059539,3.525998132924239E-9,,B2IIIn,2003AJ....126.2971V,,,,,,19.4,5.0,2015MNRAS.453..976F,,,,,,,,,,,,,,,,1327.0,-35.0,27.0,,,,,,Gaia DR3 5884544931471259136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1554.3-5519,238.5925,-55.3261,0.003611111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J15542182-5519443,238.590917,-55.328995,1.6666666294137637E-5,,5884544931471259136,238.59067450082784,-55.32898953059539,3.525998132924239E-9,
H 1553-542,239.45139166911795,-54.415098072891354,6.190665562947592E-7,,B1-2 V,2016MNRAS.462.3823L,Be,,,,,10.8,,1996MNRAS.280L..31P,30.6,2.2,1983ApJ...274..765K,,,,,,,9.282155,3.0E-6,2022ApJ...927..194M,,,,,,,Y,1.1469969749450684,,0.0,Y,Gaia DR3 5884711610544522112,,,,,,,,,,,,,,,,,,,,,H 1553-542,239.452,-54.435,0.036833333969116214,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J155747.9-542452,239.44972,-54.41466,9.722222222222222E-4,,,,,,,2CXO J155748.3-542453,239.45126835830047,-54.41473210124061,2.3003488698164026E-4,,2MASS J15574819-5424541,239.45082,-54.415031,1.9444444527228672E-5,,5884711610544522112,239.45139166911795,-54.415098072891354,6.190665562947592E-7,
IGR J16195-4945,244.8840954475876,-49.741826170029775,1.171886610488097E-8,,ON9.7Iab,2013A&A...560A.108C,SFXT?,,,,,27.8,,2005A&A...436.1049M,16.0,,2015A&ARv..23....2W,,,,,,,,,,,,,2642.0,-258.0,275.0,,3.976410388946533,,1.0,Y,Gaia DR3 5935509395659726592,,,,,,,,,,,,,,,,,,,,,AX J161929-4945,244.884,-49.742,0.019833334287007648,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J161932.3-494431,244.88493,-49.742,3.333333465788099E-4,,,,,,,2CXO J161932.2-494430,244.88417750000247,-49.74182372915542,2.0012060823760357E-4,,2MASS J16193220-4944305,244.884172,-49.741814,1.6666666294137637E-5,,5935509395659726592,244.8840954475876,-49.741826170029775,1.171886610488097E-8,
IGR J16207-5129,245.19273371546788,-51.501706020142436,1.042227674689558E-8,,B1Ia,2008A&A...486..911N,sg,,,,,,,,9.726,,2011ATel.3785....1J,,,,,,,,,,,,,8582.0,-1718.0,2016.0,,1.2660305500030518,1.0,0.0,Y,Gaia DR3 5934776158877214848,,,,,,,,,,,,,,,,,,,,,IGR J16207-5129,245.193,-51.502,0.013333333532015483,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J162046.2-513006,245.19263,-51.50173,8.333333333333333E-4,,4XMM J162046.2-513005,245.192628,-51.501542,2.0342722222222223E-4,,2CXO J162046.2-513006,245.19279721306884,-51.50170619892737,1.9790281526728848E-4,,2MASS J16204627-5130060,245.192798,-51.501675,1.6666666294137637E-5,,5934776158877214848,245.19273371546788,-51.501706020142436,1.042227674689558E-8,
SWIFT J1626.6-5156,246.652188,-51.941818,1.6666666294137637E-5,,B0Ve,2011A&A...533A..23R,Be,,,,,17.5,0.0,1996MNRAS.280L..31P,132.89,0.03,2010ApJ...711.1306B,,,,0.08,0.01,2010ApJ...711.1306B,15.346577,1.0E-6,2010ApJ...711.1306B,,,,,,,Y,19.177330017089844,,1.0,Y,2MASS J16263652-5156305,,,,,,,,,,,,,,,,,,,,,SWIFT J1626.6-5156,246.651,-51.943,0.02700000007947286,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J162636.4-515629,246.65188,-51.94155,3.055555621782939E-4,,,,,,,2CXO J162636.5-515630,246.65212584542132,-51.94182522723753,1.972091448732584E-4,,2MASS J16263652-5156305,246.652188,-51.941818,1.6666666294137637E-5,,0,,,,
IGR J16283-4838,247.045134,-48.648914,3.05555553899871E-5,,OBI,2011A&A...526A..15P,sg,,,,,,,,287.6,1.7,2013ApJ...775L..25C,,,,,,,,,,,,,,,,Y,6.209121227264404,0.0,,Y,2MASS J16281083-4838560,,,,,,,,,,,,,,,,,,,,,IGR J16283-4838,247.045,-48.649,0.022000000874201456,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J162810.7-483854,247.04488,-48.6486,6.944444444444445E-4,,4XMM J162810.8-483856,247.045058,-48.648904,2.2998388888888888E-4,,,,,,,2MASS J16281083-4838560,247.045134,-48.648914,3.05555553899871E-5,,0,,,,
IGR J16318-4848,247.95125817288326,-48.81687706740887,3.6480066676934564E-8,,sgB[e],2004ApJ...616..469F,sgB[e],,,,,,,,80.09,0.012,2017MNRAS.471..355I,,,,,,,,,,,,,6663.0,-2034.0,4052.0,,1.2762845754623413,1.0,,Y,Gaia DR3 5940777877435137024,,,,,,,,,,,,,,,,,,,,,IGR J16318-4848,247.952,-48.817,0.004166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163148.2-484900,247.95118,-48.81694,4.4444445106718274E-4,,4XMM J163148.3-484900,247.951312,-48.816834,3.107305555555556E-5,,,,,,,2MASS J16314831-4849005,247.951306,-48.816818,1.6666666294137637E-5,,5940777877435137024,247.95125817288326,-48.81687706740887,3.6480066676934564E-8,
AX J1631.9-4752,248.007333,-47.874722,2.2222221725516848E-5,,O8I,2008A&A...484..801R,sg,,,,,33.7,0.0,2005A&A...436.1049M,8.96,0.01,2005ATel..649....1C,,,,0.2,0.01,2018A&A...618A..61G,1309.0,40.0,2005A&A...433L..41L,,,,,,,,1.0382238626480103,1.0,1.0,Y,2MASS J16320175-4752289,,,,,,,,,,,,,,,,,,,,,AX J1631.9-4752,248.008,-47.874,0.004833333194255829,,,,,,,,,,,,,,,,,,,,,,AX J1631.9-4752,248.004,-47.883,0.04833333492279053,,2SXPS J163201.6-475229,248.00669,-47.87482,3.055555621782939E-4,,4XMM J163201.7-475228,248.007343,-47.874716,2.7751666666666664E-5,,2CXO J163201.8-475228,248.00779628385635,-47.874450298695564,4.3468751387443124E-4,,2MASS J16320175-4752289,248.007333,-47.874722,2.2222221725516848E-5,,0,,,,
IGR J16328-4726,248.1582873474919,-47.394547554521985,1.436728570196364E-7,,O8Iafpe,2013A&A...560A.108C,SFXT,,,,,33.7,0.0,2005A&A...436.1049M,10.068,0.002,2013ApJ...762...19F,,,,,,,,,,,,,2131.0,-1012.0,1769.0,,8.433649063110352,1.0,,Y,Gaia DR3 5941324334694123008,,,,,,,,,,,,,,,,,,,,,IGR J16328-4726,248.158,-47.395,0.020666666825612384,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163237.9-472340,248.15793,-47.39469,2.499999933772617E-4,,4XMM J163237.8-472341,248.157591,-47.394838,7.010444444444444E-5,,,,,,,2MASS J16323791-4723409,248.157967,-47.394699,3.05555553899871E-5,,5941324334694123008,248.1582873474919,-47.394547554521985,1.436728570196364E-7,
IGR J16327-4940,248.16638484576487,-49.70382899144433,1.1421295089854135E-8,,OB III,2010A&A...519A..96M,,,,,,,,,,,,,,,,,,,,,,,,13138.0,-3256.0,4426.0,Y,,,,Y,Gaia DR3 5940576971716473344,,,,,,,,,,,,,,,,,,,,,IGR J16327-4940,248.172,-49.666,0.08399999936421712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J16323995-4942137,248.166467,-49.703823,1.6666666294137637E-5,,5940576971716473344,248.16638484576487,-49.70382899144433,1.1421295089854135E-8,
IGR J16374-5043,249.30623574098402,-50.72459536144133,1.3687132961220213E-7,,,2020MNRAS.491.4543S,SFXT?,,,,,,,,,,,,,,,,,,,,,,,4224.0,-1799.0,3433.0,Y,2.233757972717285,,,Y,Gaia DR3 5940285090050544512,,,,,,,,,,,,,,,,,,,,,IGR J16374-5043,249.306,-50.725,0.03983333508173625,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163713.4-504330,249.30615,-50.72527,0.0011111111111111111,,,,,,,,,,,,,,,,,5940285090050544512,249.30623574098402,-50.72459536144133,1.3687132961220213E-7,
AX J163904-4642,249.772846,-46.703545,1.465313888888889E-4,,BIV-V,2008A&A...484..783C,Be,NS,,,,,,,4.23785,1.2E-5,2015MNRAS.446.4148I,14.99,0.01,2013ApJ...778...45C,,,,908.79,0.01,2015MNRAS.446.4148I,,,,,,,,4.194029808044434,1.0,1.0,Y,4XMM J163905.4-464212,,,,,,,,,,,,,,,,,,,,,AX J163904-4642,249.773,-46.704,0.008666666348775227,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163905.4-464212,249.77267,-46.70339,2.777777777777778E-4,,4XMM J163905.4-464212,249.772846,-46.703545,1.465313888888889E-4,,2CXO J163905.4-464212,249.77277626951116,-46.70349767899887,1.9770381865634985E-4,,,,,,,0,,,,
IGR J16418-4532,250.461623,-45.540375,1.6666666294137637E-5,,BN0.5Ia,2013A&A...560A.108C,SFXT?,,,,,,,,3.753,0.004,2006ATel..779....1C,14.73,0.006,2013ApJ...778...45C,,,,1246.0,,2006A&A...453..133W,,,,,,,,12.179930686950684,1.0,,Y,2MASS J16415078-4532253,,,,,,,,,,,,,,,,,,,,,IGR J16418-4532,250.462,-45.541,0.011000000437100728,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164150.7-453225,250.46139,-45.54048,3.888888822661506E-4,,4XMM J164150.7-453225,250.461503,-45.540385,2.367677777777778E-4,,,,,,,2MASS J16415078-4532253,250.461623,-45.540375,1.6666666294137637E-5,,0,,,,
IGR J16465-4507,251.64690161252628,-45.11796081034128,4.330113685379426E-9,,O9.5Ia,2008A&A...486..911N,SFXT,,,,,27.8,,2005A&A...436.1049M,30.24,,2018MNRAS.481.2779S,,,,,,,228.0,,2006A&A...453..133W,,,,2912.0,-148.0,224.0,,5.216980934143066,0.0,,Y,Gaia DR3 5943246345430928512,,,,,,,,,,,,,,,,,,,,,IGR J16465-4507,251.648,-45.118,0.026500000556310018,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164635.5-450706,251.64805,-45.11841,3.055555621782939E-4,,4XMM J164635.2-450706,251.646915,-45.11842,3.313513888888889E-4,,,,,,,2MASS J16463526-4507045,251.64692,-45.117943,1.6666666294137637E-5,,5943246345430928512,251.64690161252628,-45.11796081034128,4.330113685379426E-9,
IGR J16479-4514,252.027341,-45.201893,1.6666666294137637E-5,,O9.5Iab,2008A&A...486..911N,SFXT,,,,,27.8,0.0,2005A&A...436.1049M,3.3194,0.001,2009MNRAS.397L..11J,11.88,0.002,2013ApJ...778...45C,,,,,,,,,,,,,,18.702970504760742,1.0,0.0,Y,2MASS J16480656-4512068,,,,,,,,,,,,,,,,,,,,,IGR J16479-4514,252.027,-45.202,0.011833332975705465,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164806.7-451206,252.02804,-45.20177,3.055555621782939E-4,,4XMM J164806.7-451208,252.028078,-45.20227,1.3778222222222223E-4,,2CXO J164806.5-451206,252.027449666989,-45.20189501589111,2.0197512880926695E-4,,2MASS J16480656-4512068,252.027341,-45.201893,1.6666666294137637E-5,,0,,,,
IGR J16493-4348,252.362308,-43.81918,1.6666666294137637E-5,,B0.5Ib,2008ATel.1396....1N,sg,,,,,,,,6.7828,4.0E-4,2019ApJ...873...86P,20.058,0.007,2019ApJ...879...34C,0.0,,2019ApJ...873...86P,1093.1036,4.0E-4,2019ApJ...873...86P,,,,,,,,2.398514747619629,,1.0,Y,2MASS J16492695-4349090,,,,,,,,,,,,,,,,,,,,,IGR J16493-4348,252.362,-43.819,0.018666666746139527,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164926.9-434908,252.3623,-43.81916,4.1666666666666664E-4,,,,,,,2CXO J164926.9-434909,252.36221437611403,-43.819215650460315,1.9779228631161655E-4,,2MASS J16492695-4349090,252.362308,-43.81918,1.6666666294137637E-5,,0,,,,
AX J1700-419,255.01813049348277,-41.96821726439932,8.229084312915802E-8,,Be?,,,,,,,,,,,,,,,,,,,714.5,0.3,1999ApJ...523L..65T,,,,3282.0,-1153.0,1564.0,,1.132307767868042,1.0,1.0,Y,Gaia DR3 5966358530819164544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170004.4-415806,255.01858,-41.96838,7.500000132454766E-4,,4XMM J170004.5-415809,255.019005,-41.96921,2.716836111111111E-4,,2CXO J170004.3-415805,255.01812966456748,-41.96819871399359,2.0255354602536545E-4,,,,,,,5966358530819164544,255.01813049348277,-41.96821726439932,8.229084312915802E-8,
AX J1700.2-4220,255.08037320535254,-42.33863811657038,2.0205631512594825E-4,,B0.5IVe,2007A&A...461..631N,Be,NS,,,,14.6,,1996MNRAS.280L..31P,44.03,0.03,2017ApJ...846..161C,,,,,,,54.22,0.03,2010ATel.2564....1M,,,,,,,,3.1675822734832764,0.0,0.0,,2CXO J170019.2-422019,,,,,,,,,,,,,,,,,,,,,AX J1700.2-4220,255.075,-42.34,0.020666666825612384,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170019.3-422020,255.08074,-42.33914,7.777777645323012E-4,,4XMM J170019.3-422019,255.080446,-42.338873,5.307341666666667E-4,,2CXO J170019.2-422019,255.08037320535254,-42.33863811657038,2.0205631512594825E-4,,,,,,,0,,,,
OAO 1657-415,255.203682,-41.65596,1.6666666294137637E-5,,Ofpe/WN9,2009A&A...505..281M,WR,NS,1.42,0.26,2012MNRAS.422..199M,14.3,0.8,2012MNRAS.422..199M,10.44812,1.3E-4,2008A&A...486..293B,,,,0.107,0.001,2011AIPC.1379..212J,37.03322,1.4E-4,2022MNRAS.509.5747S,-57.2,3.0,2012MNRAS.422..199M,,,,,41.2440185546875,,,Y,2MASS J17004888-4139214,,,,,,,,,,,,,,,,,,,,,OAO 1657-415,255.204,-41.656,0.0033333333830038708,,,,,,,,,,,,,,,,,,,,,,OAO 1657-415,255.186,-41.673,0.03166666626930237,,2SXPS J170048.8-413920,255.20346,-41.65578,9.444444709353977E-4,,,,,,,,,,,,2MASS J17004888-4139214,255.203682,-41.65596,1.6666666294137637E-5,,0,,,,
4U 1700-377,255.9865659301791,-37.8441202722809,5.847067675656743E-9,,O6Iafcp,2014ApJS..211...10S,sg,,1.96,0.19,2015A&A...577A.130F,46.0,5.0,2015A&A...577A.130F,3.41166,4.0E-6,2016MNRAS.461..816I,,,,0.03,0.02,2016MNRAS.461..816I,,,,-60.0,10.0,1986ApJS...61..419G,1499.0,-57.0,50.0,,1.425614595413208,1.0,,Y,Gaia DR3 5976382915813535232,,,,,,,,,,,,,,,,,,,,,4U 1700-377,255.987,-37.844,0.0028333333631356556,,,,,,,,,,,,,,,,,,,,,,4U 1700-377,255.998,-37.859,0.026666667064030966,,2SXPS J170356.8-375038,255.98673,-37.84404,9.722222222222222E-4,,4XMM J170356.7-375038,255.986597,-37.844118,3.350916666666667E-5,,,,,,,2MASS J17035678-3750389,255.986612,-37.844158,1.6666666294137637E-5,,5976382915813535232,255.9865659301791,-37.8441202722809,5.847067675656743E-9,
AX J1714.1-3912,258.4329687698008,-39.20156570899884,4.95803885989719E-7,,,2022MNRAS.512.2929S,sgB[e]/SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Y,Gaia DR3 5972298848613586048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J171343.9-391206,258.432982,-39.201804,1.2143305555555556E-4,,CXOU J171343.9-391205,258.4329166666666,-39.20138888888889,1.6666666666666666E-4,2018A&A...612A..32M,2MASS J17134391-3912055,258.432998,-39.201542,1.6666666294137637E-5,,5972298848613586048,258.4329687698008,-39.20156570899884,4.95803885989719E-7,
XTE J1716-389,258.985248,-38.864929,2.2222221725516848E-5,,sg?,2010MNRAS.408.1866R,sg?,,,,,,,,99.1,0.4,2006ApJS..163..372W,,,,,,,,,,,,,,,,Y,,,0.0,Y,2MASS J17155645-3851537,,,,,,,,,,,,,,,,,,,,,XTE J1716-389,258.983,-38.865,0.04433333476384481,,,,,,,,,,,,,,,,,,,,,,XTE J1716-389,258.983,-38.859,0.02833333412806193,,,,,,,,,,,,2CXO J171556.4-385154,258.9851024127537,-38.865039922696944,2.5961626703985854E-4,,2MASS J17155645-3851537,258.985248,-38.864929,2.2222221725516848E-5,,0,,,,
EXO 1722-363,261.297465,-36.282646,1.6666666294137637E-5,,B0-1Ia,2009A&A...505..281M,sg,,1.91,0.45,2015A&A...577A.130F,18.0,2.0,2015A&A...577A.130F,9.7403,4.0E-4,2007ApJ...661..447T,,,,0.19,-1.0,2007ApJ...661..447T,414.8,0.5,2006A&A...448..261Z,-6.5,3.8,2010A&A...509A..79M,,,,,2.746551752090454,1.0,,Y,2MASS J17251139-3616575,,,,,,,,,,,,,,,,,,,,,EXO 1722-363,261.297,-36.283,0.0064999997615814206,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J172511.2-361658,261.29682,-36.28297,9.999999735090467E-4,,4XMM J172511.3-361657,261.297493,-36.282647,3.9470277777777776E-5,,,,,,,2MASS J17251139-3616575,261.297465,-36.282646,1.6666666294137637E-5,,0,,,,
IGR J17354-3255,263.86499688214946,-32.931823120905946,9.130436513159011E-8,,O9Iab,2013A&A...560A.108C,SFXT,,,,,29.6,0.0,2005A&A...436.1049M,8.447,0.002,2011MNRAS.417..573S,,,,,,,,,,,,,3826.0,-1769.0,1523.0,,2.6342756748199463,1.0,1.0,Y,Gaia DR3 4054559284753424000,,,,,,,,,,,,,,,,,,,,,IGR J17354-3255,263.865,-32.932,0.02566666603088379,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J173527.7-325548,263.86551,-32.93008,8.888889021343655E-4,,4XMM J173527.4-325554,263.86453,-32.931855,3.0478777777777783E-4,,2CXO J173527.5-325554,263.86495209000736,-32.93176854477624,1.9938895941434636E-4,,2MASS J17352760-3255544,263.865018,-32.931797,1.6666666294137637E-5,,4054559284753424000,263.86499688214946,-32.931823120905946,9.130436513159011E-8,
IGR J17375-3022,264.39208,-30.38806,2.499999933772617E-4,,,2020MNRAS.491.4543S,SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.5710800886154175,,,Y,2SXPS J173734.0-302317,,,,,,,,,,,,,,,,,,,,,IGR J17375-3022,264.391,-30.388,0.0428333322207133,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J173734.0-302317,264.39208,-30.38806,2.499999933772617E-4,,,,,,,,,,,,,,,,,0,,,,
XTE J1739-302,264.79812927251425,-30.34381326584938,1.1231313563055464E-8,,O8Iab(f),2006ApJ...638..982N,SFXT,,,,,33.7,,2005A&A...436.1049M,51.47,,2018MNRAS.481.2779S,,,,,,,,,,,,,1929.0,-165.0,201.0,Y,55.32231140136719,1.0,1.0,Y,Gaia DR3 4056922105185686784,,,,,,,,,,,,,,,,,,,,,XTE J1739-302,264.798,-30.344,0.012666666507720947,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J173911.6-302035,264.79835,-30.34331,2.2222222553359137E-4,,4XMM J173911.5-302037,264.798139,-30.343867,6.912361111111112E-5,,2CXO J173911.5-302037,264.7981473417906,-30.34377428528035,1.9847657361939984E-4,,2MASS J17391155-3020380,264.798155,-30.343893,2.2222221725516848E-5,,4056922105185686784,264.79812927251425,-30.34381326584938,1.1231313563055464E-8,
GRS 1736-297,264.8879673628091,-29.724584205948762,1.6416702005598283E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,2271.0,-995.0,1723.0,Y,5.577821254730225,0.0,,Y,Gaia DR3 4057023702632783744,,,,,,,,,,,,,,,,,,,,,GRS 1736-297,264.888,-29.724,0.03133333325386047,,,,,,,GRS 1736-297,264.8754166666666,-29.702222222222222,0.005277777777777778,?,,,,,,,,,,,,,,,,2SXPS J173929.9-294208,264.87489,-29.70224,6.666666931576198E-4,,4XMM J173929.9-294209,264.874958,-29.702723,1.3441666666666666E-4,,,,,,,,,,,,4057023702632783744,264.8879673628091,-29.724584205948762,1.6416702005598283E-7,
XTE J1743-363,265.755567,-36.372829,1.6666666294137637E-5,,O9I/GIII-I,2010MNRAS.408.1866R,sg,,,,,29.63,,2005A&A...436.1049M,,,,,,,,,,,,,,,,,,,Y,4.304687023162842,1.0,0.0,Y,2MASS J17430133-3622221,,,,,,,,,,,,,,,,,,,,,XTE J1743-363,265.755,-36.373,0.012000000476837159,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174301.0-362218,265.75421,-36.37185,3.888888822661506E-4,,4XMM J174301.2-362222,265.755295,-36.372783,7.842444444444446E-5,,2CXO J174301.2-362222,265.7553941374191,-36.3728028156518,2.1939856418734814E-4,,2MASS J17430133-3622221,265.755567,-36.372829,1.6666666294137637E-5,,0,,,,
1E 1740.7-2942,265.978478,-29.745278,6.059416666666666E-5,,,,,BH,5.0,1.1,2020MNRAS.493.2694S,,,,12.61,0.06,2017ApJ...843L..10S,,,,,,,,,,,,,,,,,34.711761474609375,1.0,1.0,Y,4XMM J174354.8-294443,,,,,,,,,,,,,,,,,,,,,1E 1740.7-2942,265.978,-29.745,0.0033333333830038708,,,,,,,1WGA J1743.9-2944,265.9758,-29.7471,0.003611111111111111,,,,,,,,,,,,1E 1740.7-2942,265.956,-29.728,0.026666667064030966,,2SXPS J174354.8-294444,265.97853,-29.74559,2.499999933772617E-4,,4XMM J174354.8-294443,265.978478,-29.745278,6.059416666666666E-5,,2CXO J174354.8-294443,265.9785106737721,-29.74528742209029,1.9719805588546663E-4,,,,,,,0,,,,
RX J1744.7-2713,266.19068598153774,-27.2290321367955,5.517180284692182E-9,,B0.5V-IIIe,2006A&A...454..265L,Be,,,,,14.6,,1996MNRAS.280L..31P,,,,,,,,,,3245.0,350.0,2006A&A...454..265L,,,,1207.0,-29.0,33.0,,,1.0,1.0,Y,Gaia DR3 4060784345959549184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1744.7-2713,266.1892,-27.2306,0.003611111111111111,,1RXS  J174444.7-271326,266.18625,-27.22389,0.0038888888888888888,,,,,,,,,,,,,,,,,4XMM J174445.6-271344,266.190354,-27.22916,3.736363888888889E-4,,2CXO J174445.7-271344,266.1907234086141,-27.22902565509014,2.013154077865692E-4,,2MASS J17444577-2713444,266.190711,-27.229004,1.6666666294137637E-5,,4060784345959549184,266.19068598153774,-27.2290321367955,5.517180284692182E-9,
AX J1749.1-2733,267.278701373619,-27.542513196255896,1.9932862931562977E-4,,B1-3V,2010MNRAS.409L..69K,Be,,,,,9.6,,1996MNRAS.280L..31P,185.5,1.1,2008A&A...489..657Z,,,,,,,66.09,0.07,2008A&A...489..657Z,,,,,,,Y,,1.0,0.0,Y,2CXO J174906.8-273233,,,,,,,,,,,,,,,,,,,,,AX J1749.1-2733,267.288,-27.553,0.01550000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174906.8-273233,267.278484,-27.542625,2.5158388888888887E-4,,2CXO J174906.8-273233,267.278701373619,-27.542513196255896,1.9932862931562977E-4,,,,,,,0,,,,
AX J1749.2-2725,267.30166693798174,-27.42728618715055,2.024671588045237E-4,,B3V,2010MNRAS.409L..69K,Be,,,,,7.7,,1996MNRAS.280L..31P,,,,,,,,,,220.38,0.2,1998ApJ...508..854T,,,,,,,,,0.0,1.0,Y,2CXO J174912.4-272538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174912.3-272538,267.30154,-27.42732,0.0011388888623979356,,4XMM J174912.4-272538,267.30179,-27.427365,2.1756833333333334E-4,,2CXO J174912.4-272538,267.30166693798174,-27.42728618715055,2.024671588045237E-4,,,,,,,0,,,,
